direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10',precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e10,precio_gasolina_98_e5,provincia,rotulo,ideess,id_municipio,id_provincia
"AVENIDA MOSSÈN JACINT VERDAGUER, 1",L-D: 24H,41.535361,SANTA PERPETUA DE MOGODA,2.183972,Santa Perpètua de Mogoda,1.769,NA,1.859,NA,1.819,NA,NA,1.961,BARCELONA,BP SANTA PERPETUA,2056,1125,08
"CARRETERA C-59 KM. 1,5",L-D: 06:00-22:00,41.535556,SANTA PERPETUA DE MOGODA,2.192833,Santa Perpètua de Mogoda,1.729,NA,1.805,NA,1.849,1.919,NA,NA,BARCELONA,CEPSA,2975,1125,08
"POLIGONO CIM VALLÉS, PARCELA 13, SN",L-D: 24H,41.539583,SANTA PERPETUA DE MOGODA,2.187111,Santa Perpètua de Mogoda,1.779,1.502,1.839,NA,1.829,NA,NA,1.979,BARCELONA,REPSOL,2814,1125,08
CR AUTOPISTA AP-7  KM 144.1,L-D: 24H,41.526417,SANTA PERPETUA DE MOGODA,2.166611,Santa Perpètua de Mogoda,1.799,NA,1.869,NA,1.839,NA,NA,1.959,BARCELONA,REPSOL,2344,1125,08
"CALLE CATALUNYA, 33",L-D: 24H,41.544667,SANTA PERPETUA DE MOGODA,2.174472,Santa Perpètua de Mogoda,1.589,NA,1.629,NA,1.639,NA,NA,NA,BARCELONA,LOWCOSTFUEL,12570,1125,08
"CALLE PARAIRES, 2",L-D: 05:00-23:00,41.532778,SANTIGA,2.152889,Santa Perpètua de Mogoda,1.729,NA,1.809,NA,1.869,NA,NA,2.009,BARCELONA,SHELL,11841,1125,08
CARRETERA NACIONAL II KM. 671,L-D: 06:00-22:00,41.634389,SANTA SUSANNA,2.706,Santa Susanna,1.624,NA,1.714,NA,1.684,NA,NA,1.824,BARCELONA,GALP,1635,1126,08
"POLIGONO POLÍGONO 1 DE LA RIERA , PARCELAS  FR6-FR7, S/N",L-D: 24H,41.635417,SANTA SUSANNA,2.712333,Santa Susanna,1.719,NA,1.759,NA,1.799,NA,NA,1.969,BARCELONA,CARREFOUR,14436,1126,08
"CAMINO PERAFITA, S/N",L-D: 24H,41.634083,CAN TORRENT-ALTA MARESMA-CAN GELAT,2.707333,Santa Susanna,1.579,NA,NA,NA,1.639,NA,NA,NA,BARCELONA,PETROPRIX,14557,1126,08
"ACCESO CTRA, 4",L-V: 06:00-22:00,41.779139,SANTPEDOR,1.851972,Santpedor,1.709,NA,1.759,NA,1.789,NA,NA,1.899,BARCELONA,REPSOL,2797,1127,08
"RONDA SANT PERE, 331",L-D: 24H,41.783556,SANTPEDOR,1.847194,Santpedor,1.535,NA,1.575,NA,1.585,NA,NA,NA,BARCELONA,PETRO PINTÓ,13007,1127,08
"CARRETERA C-1413A KM. 32,7",L-D: 06:00-22:00,41.615528,SENTMENAT,2.137083,Sentmenat,1.739,NA,1.799,NA,1.799,NA,NA,1.959,BARCELONA,REPSOL,1842,1128,08
"CALLE TORRENT D'EN BAIELL, 10",L-D: 24H,41.614,SENTMENAT,2.144639,Sentmenat,1.629,NA,NA,NA,1.709,NA,NA,NA,BARCELONA,GASUIR,13152,1128,08
"AVENIDA PRINCIPAL   POLIGONO INDUSTRIAL  CAN CLAPERS, 3",L-D: 24H,41.614889,SENTMENAT,2.138528,Sentmenat,1.525,NA,NA,NA,1.639,NA,NA,NA,BARCELONA,NUROIL,14221,1128,08
"CARRETERA BV-5303 KM. 8,2",L-D: 24H,41.83475,SEVA,2.273111,Seva,1.589,NA,NA,NA,1.669,NA,NA,NA,BARCELONA,BLANCA,1677,1129,08
"CARRETERA BV-5303 KM. 3,950",L-D: 24H,41.845722,SANT MIQUEL DE BALENYA,2.233944,Seva,1.516,NA,NA,NA,1.584,NA,NA,NA,BARCELONA,BONAREA,15118,1129,08
"AVENIDA CAMI PLA, 8",L-D: 24H,41.2475,SITGES,1.812889,Sitges,1.569,NA,1.619,NA,1.679,NA,NA,NA,BARCELONA,NIEVES,14139,1130,08
"EIX 2 PARCELA 12-14 - POL.IND. MAS ALBA,",L-D: 24H,41.249222,SITGES,1.813194,Sitges,1.569,NA,1.639,NA,1.679,NA,NA,1.859,BARCELONA,Q8,1742,1130,08
"CR C-31, 164,38",L-D: 24H,41.238528,SITGES,1.827417,Sitges,1.769,NA,1.869,NA,1.869,1.919,NA,2.029,BARCELONA,REPSOL,2449,1130,08
"CALLE LA CREU TRENCADA, 1",L-D: 24H,41.426222,SUBIRATS,1.802556,Subirats,1.679,NA,NA,NA,1.719,NA,NA,NA,BARCELONA,AMAT OIL,13563,1133,08
"PASEO JONCARETS, 149",L-D: 24H,41.835667,SURIA,1.764833,Súria,1.559,NA,NA,NA,1.639,NA,NA,NA,BARCELONA,U. S. SÚRIA *ROVIRA*,12349,1134,08
CARRETERA MANRESA SURIA KM. 14,L-D: 06:00-22:00,41.827361,SURIA,1.756083,Súria,1.709,NA,1.759,NA,1.779,NA,NA,1.889,BARCELONA,REPSOL,2556,1134,08
"CARRETERA C-17 KM. 36,230",L-D: 06:00-22:00,41.738111,TAGAMANENT,2.266944,Tagamanent,1.739,NA,1.799,NA,1.799,NA,NA,1.959,BARCELONA,REPSOL,2531,1135,08
CARRETERA C-17 KM. 37,L-D: 06:00-22:00,41.748833,TAGAMANENT,2.262694,Tagamanent,1.739,NA,1.799,NA,1.799,NA,NA,1.959,BARCELONA,PETROCAT,1867,1135,08
CTRA. DE VIC/ ARBUCIES km 5.80000,L-S: 07:00-22:00; D: 08:00-21:00,41.883528,TARADELL,2.283806,Taradell,1.589,1.299,NA,NA,1.669,NA,NA,1.829,BARCELONA,"AREA DE SERVEIS TARADELL,SL",1596,1137,08
AUTOPISTA C32 KM. 89,L-D: 06:00-22:00,41.493028,TEIA CENTRE,2.333917,Teià,1.759,NA,1.859,NA,1.859,NA,NA,1.989,BARCELONA,REPSOL,2932,1140,08
"C-32 PK 88,5",L-D: 24H,41.491917,VICTOR FONT GUAL,2.333944,Teià,1.759,NA,1.859,NA,1.859,NA,NA,1.989,BARCELONA,REPSOL,2223,1140,08
"COLOM ESQUINA AV TEXTIL - POL.IND. SANTA MARGARIDA 2,",L-D: 24H,41.545722,TERRASSA,2.0275,Terrassa,1.569,NA,1.639,NA,1.639,NA,NA,1.759,BARCELONA,Q8,1734,1141,08
"CALLE COLON, 125",L-V: 07:00-21:00; S-D: 08:00-16:00,41.558833,TERRASSA,2.024056,Terrassa,1.759,NA,1.809,NA,1.819,NA,NA,1.969,BARCELONA,REPSOL,2457,1141,08
"CALLE COLON, 123",L: 06:00-23:59,41.558444,TERRASSA,2.024278,Terrassa,1.759,NA,1.809,NA,1.819,NA,NA,1.969,BARCELONA,REPSOL,2456,1141,08
"AVENIDA MADRID, 15",L-D: 24H,41.559278,TERRASSA,2.037667,Terrassa,1.575,NA,NA,NA,1.679,NA,NA,NA,BARCELONA,BALLENOIL,12287,1141,08
"AVENIDA DEL VALLÈS, 4",L-S: 06:00-22:00,41.548056,TERRASSA,2.040417,Terrassa,1.729,NA,1.789,NA,1.799,NA,NA,1.959,BARCELONA,PETROCAT,1855,1141,08
CARRETERA MONTCADA KM. 666,L-D: 24H,41.557472,TERRASSA,2.035333,Terrassa,1.589,NA,1.629,NA,1.689,NA,NA,NA,BARCELONA,PETROLOWCOST,12036,1141,08
"CALLE CAMI FONT DE LES CANYES,D, 54",L-D: 24H,41.581556,TERRASSA,2.032944,Terrassa,1.579,NA,1.649,NA,1.679,NA,NA,1.799,BARCELONA,PETRO VALLES,12626,1141,08
"CARRETERA MONTCADA, DE KM. 670",L-D: 24H,41.557278,TERRASSA,2.035167,Terrassa,NA,NA,NA,NA,NA,NA,NA,NA,BARCELONA,HAM,15054,1141,08
"AVENIDA TEXTIL,DEL, 34",L-D: 06:00-22:00,41.544639,TERRASSA,2.025056,Terrassa,1.629,NA,1.719,NA,1.649,NA,NA,1.769,BARCELONA,GALP,10667,1141,08
"AVENIDA SANTA EULALIA, DE, 240",L-D: 24H,41.551722,TERRASSA,2.025361,Terrassa,1.534,NA,NA,NA,1.634,NA,NA,NA,BARCELONA,BENZOIL,14657,1141,08
"CALLE COLOM, 351",L-D: 06:00-22:00,41.551722,TERRASSA,2.0265,Terrassa,1.749,NA,1.809,NA,1.809,NA,NA,1.969,BARCELONA,REPSOL,2968,1141,08
"CALLE GUILLEM DE MUNTANYANS, 208",L-D: 06:00-23:59,41.553361,TERRASSA,2.011833,Terrassa,1.759,NA,1.849,NA,1.819,NA,NA,1.961,BARCELONA,BP TREVOL,2466,1141,08
"CARRER CR. BP-1503 DE RUBI A TERRASSA, 325",L-D: 24H,41.534472,TERRASSA,2.033778,Terrassa,1.599,NA,1.659,NA,1.654,NA,NA,NA,BARCELONA,PETRO7 - PETROLIS INDEPENDENTS,12280,1141,08
"CALLE VENUS, DE, 19",L-D: 24H,41.543639,TERRASSA,2.032778,Terrassa,1.689,NA,NA,NA,1.779,NA,NA,NA,BARCELONA,PETROCAT DIRECTE,10669,1141,08
"CALLE ROMA, DE, 2",L-D: 24H,41.533167,TERRASSA,2.035361,Terrassa,1.679,1.459,1.789,NA,1.749,NA,NA,1.949,BARCELONA,REPSOL,2835,1141,08
CARRETERA C-1415A KM. 20,L-D: 06:00-22:00,41.5915,TERRASSA,2.038222,Terrassa,1.729,NA,1.789,NA,1.799,NA,NA,1.959,BARCELONA,PETROCAT,2064,1141,08
CARRETERA CASTELLAR KM. S/N,L-D: 24H,41.579944,TERRASSA,2.035,Terrassa,1.599,NA,1.639,NA,1.699,NA,NA,1.859,BARCELONA,SUPECO,1690,1141,08
CARRETERA D'OLESA KM. 240,L-D: 24H,41.555889,TERRASSA,1.991972,Terrassa,1.629,NA,1.699,NA,1.684,1.734,NA,NA,BARCELONA,GALP,1865,1141,08
"CALLE RAMBLA PARE ALEGRE, S/N",L-D: 24H,41.553389,TERRASSA,2.007722,Terrassa,1.669,NA,1.769,NA,1.749,NA,NA,1.999,BARCELONA,PETROCAT DIRECTE,8127,1141,08
"CARRETERA C-243 KM. 10,9",L-D: 24H,41.540861,TERRASSA,1.990278,Terrassa,1.739,NA,1.799,NA,1.839,NA,NA,1.989,BARCELONA,REPSOL,1844,1141,08
"Rambla Pare Alegre, 39",L-D: 24H,41.555806,TERRASSA,2.007611,Terrassa,1.556,NA,NA,NA,1.628,NA,NA,NA,BARCELONA,EVOLUTION,2992,1141,08
"AVENIDA JOSEP TARRADELLAS,DE, 2",L-D: 24H,41.570083,TERRASSA,2.004694,Terrassa,1.609,NA,1.659,NA,1.679,NA,NA,NA,BARCELONA,ESCLATOIL,13203,1141,08
"CALLE PARDO BAZAN, 2",L-D: 24H,41.575333,TERRASSA,2.007,Terrassa,1.759,NA,1.849,NA,1.819,NA,NA,1.959,BARCELONA,BP,2246,1141,08
"AVENIDA VALLES, DEL, 484",L-D: 24H,41.562361,TERRASSA,2.034694,Terrassa,1.669,NA,1.769,NA,1.749,1.879,NA,1.999,BARCELONA,PETROCAT DIRECTE,10662,1141,08
CARRETERA CASTELLAR KM. 200,L-D: 24H,41.569472,TERRASSA,2.027167,Terrassa,1.579,NA,NA,NA,1.679,NA,NA,NA,BARCELONA,PETRO VALLES,2003,1141,08
"Maestrazgo Esq.C/Matadepera,S/N",L-D: 24H,41.576194,TERRASSA,2.017028,Terrassa,1.649,NA,1.679,NA,1.699,NA,1.759,NA,BARCELONA,NIEVES,2984,1141,08
"AVENIDA BEJAR, 373",L-D: 24H,41.580472,TERRASSA,2.023139,Terrassa,1.679,NA,1.779,NA,1.719,NA,NA,1.859,BARCELONA,OCTOPO,13347,1141,08
"AVENIDA JAIME I, 1",L-D: 24H,41.569278,TERRASSA,2.025444,Terrassa,1.579,NA,NA,NA,1.679,NA,NA,NA,BARCELONA,PETRO VALLES,1537,1141,08
"CTRA. DE MATADEPERA km 1,750",L-D: 24H,41.585333,TERRASSA,2.019149,Terrassa,1.739,NA,1.829,NA,1.799,NA,NA,1.939,BARCELONA,Q8,1724,1141,08
"AVENIDA BEJAR, DE, 399",L-D: 24H,41.581167,TERRASSA,2.025194,Terrassa,1.669,NA,1.769,NA,1.709,NA,NA,NA,BARCELONA,PETROCAT DIRECTE,1540,1141,08
"AUTOPISTA C-58 KM. 17,2",L-D: 24H,41.543139,TERRASSA,2.050611,Terrassa,1.669,NA,1.769,NA,1.749,NA,NA,NA,BARCELONA,PETROCAT DIRECTE,8129,1141,08
"CARRETERA RUBI, DE KM. 22,500",L-D: 24H,41.537444,TERRASSA,2.027917,Terrassa,1.619,NA,1.679,NA,1.605,NA,NA,1.765,BARCELONA,CAMPSA EXPRESS,10546,1141,08
"AUTOPISTA C-58 KM. 17,2",L-D: 24H,41.541917,TERRASSA,2.0505,Terrassa,1.669,NA,1.769,NA,1.749,NA,NA,NA,BARCELONA,PETROCAT DIRECTE,8130,1141,08
"AVENIDA VALLES, 149",L: 06:00-23:00,41.55275,TERRASSA,2.039944,Terrassa,1.659,NA,1.669,NA,1.699,NA,NA,NA,BARCELONA,COBASA,9130,1141,08
AUTOVIA C-17 KM. 50,L-D: 06:00-22:00,41.845083,TONA,2.23225,Tona,1.669,NA,1.789,NA,1.759,NA,NA,1.891,BARCELONA,CEPSA,2054,1143,08
CARRETERA C-17 KM. 50,L-D: 06:00-22:00,41.845,TONA,2.233278,Tona,1.679,NA,1.779,NA,1.799,NA,NA,1.931,BARCELONA,CEPSA,2781,1143,08
"AVENIDA VECINAL, S/N",L-S: 24H,41.85325,TONA,2.234861,Tona,1.569,NA,NA,NA,1.639,NA,NA,NA,BARCELONA,SHELL,8213,1143,08
CARRETERA NACIONAL II KM. 684,L-D: 06:00-21:00,41.719528,TORDERA,2.735361,Tordera,1.699,NA,1.765,NA,1.819,1.879,NA,NA,BARCELONA,CEPSA,10315,1144,08
"AUTOVIA A-2 KM. 680,9",L-D: 06:00-22:00,41.693972,TORDERA,2.723667,Tordera,1.729,1.529,1.849,NA,1.844,NA,NA,1.976,BARCELONA,CEPSA,2931,1144,08
CARRETERA CTRA GI-512 KM. 1,L-D: 24H,41.707944,TORDERA,2.720889,Tordera,1.629,NA,NA,NA,1.679,NA,NA,NA,BARCELONA,LA FARINERA,11457,1144,08
"CALLE CALLE DEL TER, 45",L-V: 05:00-22:00; S-D: 06:00-22:00,42.048694,TORELLO,2.253,Torelló,1.669,NA,1.739,NA,1.729,NA,NA,1.889,BARCELONA,GALP,1638,1145,08
"CALLE NOU, 264",L-D: 24H,42.039528,TORELLO,2.274861,Torelló,1.589,NA,NA,NA,1.649,NA,NA,NA,BARCELONA,ESCLATOIL,13256,1145,08
"CARRER COMPTE BORREL, 1",L-D: 24H,42.055528,TORELLO,2.258028,Torelló,1.589,NA,NA,NA,1.649,NA,NA,NA,BARCELONA,ESCLATOIL,11628,1145,08
"CARRER VILANOVA IGUALADA, 8,3",L-D: 06:00-22:00,41.536889,CA L'ANTON,1.679778,Torre de Claramunt (La),1.709,NA,1.769,NA,1.779,NA,NA,1.899,BARCELONA,PETRONOR,1829,1146,08
"CARRETERA BV-2005 KM. 4,7",L-D: 24H,41.3655,TORRELLES DE LLOBREGAT,1.985083,Torrelles de Llobregat,1.514,NA,NA,NA,1.582,NA,NA,NA,BARCELONA,BONAREA,1613,1149,08
"CARRETERA C-58 KM. 32,5",L-D: 24H,41.592667,VACARISSES,1.89825,Vacarisses,1.599,NA,NA,NA,1.669,NA,NA,NA,BARCELONA,LOWCOSTFUEL,9493,1151,08
"CARRETERA E-9/C-16 KM. 35,500",L-D: 24H,41.6125,VACARISSES,1.888889,Vacarisses,1.729,NA,1.849,NA,1.849,NA,NA,1.981,BARCELONA,CEPSA,1699,1151,08
"CARRETERA C-58 KM. 32,5",L-D: 24H,41.593444,VACARISSES,1.897389,Vacarisses,1.599,NA,NA,NA,1.669,NA,NA,NA,BARCELONA,LOWCOSTFUEL,9492,1151,08
"CARRETERA E-9/C-16 KM. 35,5",L-D: 24H,41.611139,VACARISSES,1.891361,Vacarisses,1.729,NA,1.849,NA,1.844,NA,NA,1.976,BARCELONA,CEPSA,1700,1151,08
"CALLE BERLIN, 9",L-D: 24H,41.592917,POLIGON INDUSTRIAL CAN TORRELLA,1.912722,Vacarisses,1.629,NA,NA,NA,1.699,NA,NA,NA,BARCELONA,PETROALFA,12986,1151,08
CARRETERA C-61 KM. 11,L: 06:30-22:00,41.643611,VALLGORGUINA,2.518028,Vallgorguina,1.759,NA,1.825,NA,1.869,NA,NA,2.001,BARCELONA,CEPSA,2072,1154,08
"CARRETERA N-340 KM. 1229,7",L-V: 05:00-23:00; S-D: 06:00-23:00,41.390472,LLEDONER (EL),1.885472,Vallirana,1.679,NA,1.699,NA,1.789,NA,1.849,NA,BARCELONA,NIEVES,11513,1155,08
"CL MAYOR, 610",L-D: 06:00-22:00,41.38275,VALLIRANA PARC,1.927528,Vallirana,1.759,NA,1.829,NA,1.859,NA,NA,1.979,BARCELONA,REPSOL,2452,1155,08
"CARRETERA N-340 KM. 1234,5",L-D: 06:00-22:00,41.379556,VALLIRANA PARC,1.919694,Vallirana,1.709,NA,1.779,NA,1.809,NA,NA,1.919,BARCELONA,GALP,8288,1155,08
"CALLE MAJOR, 12",L-V: 06:00-23:00; S: 07:00-23:00; D: 07:30-23:00,41.389083,VALLIRANA PARC,1.944667,Vallirana,1.675,NA,NA,NA,1.799,NA,NA,NA,BARCELONA,VALLIWASH-PETROMIRALLES,13610,1155,08
"CARRETERA C5502 KM. 7,4",L-V: 08:00-16:00,41.525611,VALLROMANES,2.293083,Vallromanes,1.739,NA,1.829,NA,1.849,NA,NA,1.991,BARCELONA,BP COMERCIAL VALLROMANAS,10341,1156,08
CENTRO COMERCIAL CAPRABO VIC,L-D: 24H,41.945417,VIC,2.25175,Vic,1.518,NA,1.578,NA,1.588,NA,NA,NA,BARCELONA,PETROLIS INDEPENDENTS - PETRO7,1746,1158,08
"AVINGUDA EIX 11 DE SETEMBRE, 12",L-D: 06:00-22:00,41.928167,VIC,2.244667,Vic,1.749,NA,1.819,NA,1.789,NA,NA,1.939,BARCELONA,REPSOL,2516,1158,08
"POLIGONO CR C-153 PGNO. MALLOLES, 2,7",L-V: 05:00-21:00; S-D: 06:00-21:00,41.952222,VIC,2.277472,Vic,1.749,NA,1.829,NA,1.789,NA,NA,1.949,BARCELONA,REPSOL,2275,1158,08
"CTRA. DE RODA, 67",L-D: 07:00-23:00,41.984556,VIC,2.310056,Vic,1.559,1.399,1.649,NA,1.649,NA,NA,1.749,BARCELONA,FEIXAS AULET,1663,1158,08
"C/ LLEIDA, 2 P.ACTIV. ECONOMIQUES",L-D: 24H,41.947278,VIC,2.271167,Vic,1.519,1.299,1.609,NA,1.589,NA,NA,NA,BARCELONA,ZONA DIESEL,1661,1158,08
"CALLE TORELLO, 65",L-D: 06:30-22:30,41.93375,VIC,2.266194,Vic,1.729,NA,1.819,NA,1.839,NA,NA,1.989,BARCELONA,BP,10182,1158,08
"PASEO GENERALITAT, 33",L-D: 06:00-22:00,41.920667,VIC,2.252833,Vic,1.729,NA,1.805,NA,1.839,NA,NA,1.971,BARCELONA,CEPSA,1791,1158,08
"CALLE MATARO, 12",L-D: 24H,41.939278,VIC,2.249056,Vic,1.517,NA,NA,NA,1.587,NA,NA,NA,BARCELONA,ZD URBAN VIC,10904,1158,08
"AVENIDA EIX 11 DE SETEMBRE, 12",L-D: 24H,41.928111,VIC,2.245583,Vic,1.749,NA,1.829,NA,1.789,NA,NA,1.949,BARCELONA,REPSOL,2515,1158,08
"CALLE LLEIDA, 6",L-D: 24H,41.946083,VIC,2.264417,Vic,1.519,NA,NA,NA,1.589,NA,NA,NA,BARCELONA,GMOIL,13481,1158,08
"SABADELL, 4-6",L-D: 24H,41.942194,VIC,2.253944,Vic,1.639,1.359,1.769,NA,1.709,NA,NA,1.919,BARCELONA,SHELL,9147,1158,08
"CALLE RIPOLL, 1",L-D: 24H,41.945917,VIC,2.253111,Vic,1.569,NA,1.619,NA,1.639,NA,NA,NA,BARCELONA,ESCLATOIL,1686,1158,08
"C/Industria, esquina C/Torrelló , s/n (C.C.CHAMPION)",L-S: 09:00-21:30,41.929611,VIC,2.266389,Vic,1.609,NA,1.649,NA,1.709,NA,NA,1.919,BARCELONA,SUPECO,1698,1158,08
CARRETERA VILA KM. 33,L-D: 24H,41.311028,VILADECANS,2.022639,Viladecans,1.699,NA,NA,NA,1.719,NA,NA,NA,BARCELONA,ES VILAMARINA CEPSA,13257,1160,08
"CALLE AGRICULTURA, 19",L-D: 24H,41.310167,VILADECANS,2.018361,Viladecans,1.759,NA,1.849,NA,1.809,NA,NA,1.951,BARCELONA,BP VILADECANS,1802,1160,08
"AVENIDA DE GAVÁ, ESQ. JOSEP TARRADELLAS, SN",L-V: 05:00-22:00; S-D: 06:00-22:00,41.312194,VILADECANS,2.015861,Viladecans,1.699,NA,1.769,NA,1.749,1.799,NA,NA,BARCELONA,GALP,1639,1160,08
"AVENIDA DE LA GENERALITAT, 198",L-J: 08:30-21:30; V-S: 24H; D: 00:00-20:00,41.308944,VILADECANS,2.012556,Viladecans,1.719,NA,1.759,NA,1.799,NA,NA,1.979,BARCELONA,CARREFOUR,1694,1160,08
"AVENIDA PROGRESO ESQUINA CAN CALDERÓN, SN",L-D: 06:00-22:00,41.3215,VILADECANS,2.030639,Viladecans,1.719,NA,1.789,NA,1.769,1.819,NA,NA,BARCELONA,GALP,3018,1160,08
"CR C-31, 186,58",L-D: 06:00-22:00,41.275028,VILADECANS,2.048222,Viladecans,1.749,NA,1.849,NA,1.869,NA,NA,2.029,BARCELONA,REPSOL,2501,1160,08
"AVENIDA SEGLE XXI, 44",L-D: 24H,41.317639,VILADECANS,2.031028,Viladecans,1.599,NA,NA,NA,1.719,NA,NA,NA,BARCELONA,BALLENOIL,12621,1160,08
"AVENIDA PROGRÉS, 25-27",L-D: 24H,41.318472,VILADECANS,2.036139,Viladecans,NA,NA,NA,NA,NA,NA,NA,NA,BARCELONA,NATURGY,13378,1160,08
"CR BP-1213, 1,8 (BP-1213 km 1,85)",L-D: 06:00-22:00,41.562278,VILADECAVALLS,1.967583,Viladecavalls,1.749,NA,1.809,NA,1.829,NA,NA,1.979,BARCELONA,REPSOL,2342,1161,08
CARRETERA DE TERRASSA A OLESA DE MONTSERRAT KM. S/N,L-D: 24H,41.55675,VILADECAVALLS,1.953194,Viladecavalls,1.549,NA,1.599,NA,1.639,NA,NA,NA,BARCELONA,ESCLATOIL,15813,1161,08
"CALLE RAMON LLULL ESQUINA STA.MARIA DE TOUDELL, S/N",L-D: 24H,41.562833,CAN TRIAS INDUSTRIAL,1.979444,Viladecavalls,1.516,NA,NA,NA,1.583,NA,NA,NA,BARCELONA,BONAREA,12411,1161,08
"AVENIDA DE BARCELONA, 34",L-D: 06:00-22:00,41.346222,VILAFRANCA DEL PENEDES,1.703667,Vilafranca del Penedès,1.789,NA,1.889,NA,1.799,NA,NA,NA,BARCELONA,REPSOL,2477,1162,08
"AVENIDA TARRAGONA, 132-142",L-D: 24H,41.332167,VILAFRANCA DEL PENEDES,1.679278,Vilafranca del Penedès,1.589,NA,1.639,NA,1.649,NA,NA,NA,BARCELONA,ESCLATOIL,12982,1162,08
"AVINGUDA TARRAGONA, 107",L-D: 24H,41.341194,VILAFRANCA DEL PENEDES,1.694417,Vilafranca del Penedès,1.739,NA,1.779,NA,1.799,NA,NA,1.899,BARCELONA,BENZINERES MONTOIL,2028,1162,08
CARRETERA BARCELONA KM. 115,L-D: 24H,41.348167,VILAFRANCA DEL PENEDES,1.710333,Vilafranca del Penedès,1.589,NA,NA,NA,1.649,NA,NA,NA,BARCELONA,ESCLATOIL,1681,1162,08
"CALLE LA MUNIA, 2",L-D: 24H,41.338944,VILAFRANCA DEL PENEDES,1.687583,Vilafranca del Penedès,1.539,1.472,1.569,NA,NA,1.659,NA,NA,BARCELONA,PETROMIRALLES,2033,1162,08
"CALLE IGUALADA, 70",L-D: 24H,41.350611,VILAFRANCA DEL PENEDES,1.705639,Vilafranca del Penedès,1.751,1.419,1.779,NA,1.809,NA,NA,1.924,BARCELONA,SERVICIOS PENEDES SA,1553,1162,08
"CARRETERA N-340 KM. 1213,7",L-D: 06:00-22:00,41.350083,VILAFRANCA DEL PENEDES,1.720944,Vilafranca del Penedès,1.769,NA,1.835,NA,1.874,NA,NA,NA,BARCELONA,CEPSA,2853,1162,08
"AVENIDA RONDA MAR, 24",L-D: 24H,41.334722,VILAFRANCA DEL PENEDES,1.700083,Vilafranca del Penedès,1.629,NA,NA,NA,1.689,NA,NA,NA,BARCELONA,BY ENERGY,13623,1162,08
"CARRETERA BV-5001 SANT ADRIA-LA ROCA KM. 19,9",L-D: 06:00-22:00,41.551778,VILANOVA DEL VALLES,2.285083,Vilanova del Vallès,1.739,NA,1.799,NA,1.819,NA,NA,1.979,BARCELONA,REPSOL,2517,1166,08
"AVINGUDA EDUARD TOLDRA, 62",L-D: 06:00-22:00,41.227444,VILANOVA I LA GELTRU,1.737,Vilanova i la Geltrú,1.619,NA,1.709,NA,1.669,NA,NA,1.859,BARCELONA,AVIA,1623,1167,08
"CL RONDA EUROPA, 58",L-D: 06:00-22:00,41.220889,VILANOVA I LA GELTRU,1.738556,Vilanova i la Geltrú,1.769,NA,1.869,NA,1.859,NA,NA,2.019,BARCELONA,REPSOL,2807,1167,08
"AVENIDA EDUARD TOLDRA, 68",L-D: 06:00-22:00,41.230167,VILANOVA I LA GELTRU,1.73925,Vilanova i la Geltrú,1.749,NA,1.839,NA,1.859,NA,NA,2.001,BARCELONA,BP VILANOVA - AV EDUARDO TOLDRA,2887,1167,08
"RONDA EUROPA, S/N",L-D: 24H,41.232333,VILANOVA I LA GELTRU,1.736278,Vilanova i la Geltrú,1.689,NA,1.809,NA,1.809,1.929,NA,NA,BARCELONA,CEPSA,2884,1167,08
"AVENIDA EDUARD TOLDRA, 60",L-D: 24H,41.228556,VILANOVA I LA GELTRU,1.737056,Vilanova i la Geltrú,1.586,NA,1.616,NA,1.638,NA,NA,1.865,BARCELONA,EVOLUTION,2983,1167,08
"AVINGUDA EDUARDO TOLDRA, 67",L-D: 06:00-22:00,41.228278,VILANOVA I LA GELTRU,1.735833,Vilanova i la Geltrú,1.699,NA,1.769,NA,1.819,NA,NA,1.959,BARCELONA,GALP,1845,1167,08
"RONDA EUROPA CANTONADA CARRER SOLICRUP, S/N",L-D: 24H,41.222861,VILANOVA I LA GELTRU,1.738722,Vilanova i la Geltrú,1.589,NA,NA,NA,1.629,NA,NA,NA,BARCELONA,AUTONETOIL,12815,1167,08
"AVENIDA VILAFRANCA, S/N",L-V: 06:30-22:00; S-D: 07:00-21:00,41.239028,VILANOVA I LA GELTRU,1.726111,Vilanova i la Geltrú,1.769,NA,1.835,NA,1.879,NA,NA,NA,BARCELONA,CEPSA,2313,1167,08
"CARRER CERAMICA, 2",L-D: 06:00-22:00,41.24,VILANOVA I LA GELTRU,1.729861,Vilanova i la Geltrú,1.699,NA,NA,NA,1.819,1.869,NA,NA,BARCELONA,GALP,15764,1167,08
"AVENIDA BALMES, 35",L-D: 24H,41.219333,VILANOVA I LA GELTRU,1.721806,Vilanova i la Geltrú,1.749,NA,1.839,NA,1.859,NA,NA,2.001,BARCELONA,BP VILANOVA - AV BALMES,2888,1167,08
"CALLE METALURGIA, 4",L-D: 24H,41.221667,VILANOVA I LA GELTRU,1.736861,Vilanova i la Geltrú,1.585,NA,1.606,NA,1.628,NA,NA,1.849,BARCELONA,ALCAMPO,2053,1167,08
