direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10',precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e10,precio_gasolina_98_e5,provincia,rotulo,ideess,id_municipio,id_provincia
"CARRETERA NACIONAL 1 KM. 341,8",L-V: 06:00-23:00; S: 06:00-22:00; D: 06:00-23:00,42.818944,SUBIJANA DE ALAVA,-2.778694,Vitoria-Gasteiz,1.829,NA,1.899,NA,1.899,NA,NA,2.029,ARABA/ÁLAVA,CEPSA,42,46,01
"CALLE JUNDIZ, 14",L-V: 08:00-19:00,42.83675,VITORIA-GASTEIZ,-2.736361,Vitoria-Gasteiz,1.534,NA,NA,NA,NA,NA,NA,NA,ARABA/ÁLAVA,TRANSARABA,15425,46,01
"ZUAZOBIDEA, 4",L-D: 24H,42.846389,VITORIA-GASTEIZ,-2.730639,Vitoria-Gasteiz,NA,1.187,NA,NA,NA,NA,NA,NA,ARABA/ÁLAVA,COCEFOR,9443,46,01
"CALLE MENDIGORRITXU, 50",L-D: 24H,42.843111,VITORIA-GASTEIZ,-2.747639,Vitoria-Gasteiz,1.719,1.182,NA,NA,NA,NA,NA,NA,ARABA/ÁLAVA,N1JUNDIZ,9121,46,01
"POLIGONO P.I. JUNDIZ - C/ LERMANDABIDE, 8",L-S: 06:00-22:30,42.845639,VITORIA-GASTEIZ,-2.741917,Vitoria-Gasteiz,1.72,NA,NA,NA,1.789,NA,NA,NA,ARABA/ÁLAVA,AVIA,11090,46,01
"VIAL CTRA. N102 KM347, N102",L-D: 24H,42.829528,ZUAZO DE VITORIA/ZUHATZU,-2.722278,Vitoria-Gasteiz,1.559,NA,NA,NA,1.679,NA,NA,NA,ARABA/ÁLAVA,IBAIA ENERGY,41,46,01
AUTOVIA VITORIA-ATUBE KM. 6,L-D: 06:00-22:00,42.895667,ARANGUIZ,-2.702278,Vitoria-Gasteiz,1.789,NA,1.889,NA,1.809,NA,NA,1.969,ARABA/ÁLAVA,REPSOL,3,46,01
"CR N-1, 350,5",L-D: 24H,42.878694,LOPIDANA,-2.714472,Vitoria-Gasteiz,1.789,1.525,1.889,NA,1.809,NA,NA,1.969,ARABA/ÁLAVA,REPSOL,49,46,01
"CR N-1, 350,5",L-D: 24H,42.877139,LOPIDANA,-2.712472,Vitoria-Gasteiz,1.789,1.525,1.889,NA,1.809,NA,NA,1.969,ARABA/ÁLAVA,REPSOL,48,46,01
"AU AP-68, 36",L-D: 06:00-23:00,42.966472,ALTUBE,-2.873583,Zuia,1.779,NA,1.879,NA,1.809,NA,NA,1.969,ARABA/ÁLAVA,REPSOL,105,51,01
"AU AP-68, 36",L-D: 06:00-23:00,42.966111,ALTUBE,-2.870083,Zuia,1.779,NA,1.879,NA,1.809,NA,NA,1.969,ARABA/ÁLAVA,PETRONOR,104,51,01
"N-622 km 20,3",L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00,42.961583,MURGIA,-2.827722,Zuia,1.809,NA,1.869,NA,1.859,NA,NA,1.999,ARABA/ÁLAVA,CEPSA,120,51,01
"CL AVENIDA DE GALICIA, 44",L-D: 07:00-22:00,43.271667,POLA DE ALLANDE,-6.614222,Allande,1.788,1.398,1.868,NA,1.848,NA,NA,NA,ASTURIAS,PETRONOR,938,4964,33
"AS-112 km 5,8",L-V: 08:30-14:30 y 16:00-21:00; S-D: 08:00-16:00,43.16475,CORIGOS,-5.674861,Aller,1.759,1.398,1.819,NA,1.789,NA,NA,1.949,ASTURIAS,REPSOL,8976,4965,33
"CALLE CONSTITUCIÓN, 91",L-D: 07:00-23:00,43.171833,MOREDA,-5.742972,Aller,1.749,1.379,1.839,NA,1.779,NA,NA,1.899,ASTURIAS,GALP,950,4965,33
PG POL.INDUSTRIAL DE CABORANA,L-D: 07:00-23:00,43.174139,CABORANA,-5.754333,Aller,1.769,NA,1.829,NA,1.799,NA,NA,1.959,ASTURIAS,REPSOL,408,4965,33
"TRAVESIA LOS CANAPES, 2",L-D: 24H,43.546778,AVILES,-5.912611,Avilés,1.739,NA,1.819,NA,1.769,1.849,NA,1.901,ASTURIAS,CEPSA,957,4967,33
"CALLE BUENAVISTA, 100",L-D: 06:00-00:00,43.543389,AVILES,-5.938028,Avilés,1.704,NA,1.784,NA,1.779,NA,NA,1.919,ASTURIAS,SHELL,8565,4967,33
"AVENIDA DE LUGO, 50",L-D: 24H,43.569111,AVILES,-5.927778,Avilés,1.579,NA,NA,NA,1.689,NA,NA,NA,ASTURIAS,PLENOIL,15003,4967,33
"AVENIDA CONDE GUADALHORCE, 69",L-D: 06:00-22:00,43.567861,AVILES,-5.922806,Avilés,1.739,NA,1.809,NA,1.769,1.829,NA,1.909,ASTURIAS,LA RÍA,923,4967,33
"TRAVESÍA TORNO DEL, 2",L-D: 24H,43.570639,AVILES,-5.923194,Avilés,1.579,NA,NA,NA,1.689,NA,NA,NA,ASTURIAS,PETROPRIX AVILES,12770,4967,33
"CALLE SANTA APOLONIA, 161",L-V: 08:00-20:00; S-D: 10:00-19:00,43.538111,VILLALEGRE (AVILES),-5.902833,Avilés,1.779,1.433,1.879,NA,1.809,NA,NA,NA,ASTURIAS,REPSOL,391,4967,33
"AVENIDA GIJON, 70",L-D: 06:00-23:00,43.551556,LLARANES,-5.911444,Avilés,1.789,NA,1.889,NA,1.819,NA,NA,1.979,ASTURIAS,REPSOL,378,4967,33
"AVENIDA CONDE DE GUADALHORCE, 123",L-D: 08:00-22:00,43.576056,AVILES,-5.923917,Avilés,1.73,NA,NA,NA,NA,NA,NA,NA,ASTURIAS,ALSA,15607,4967,33
"CALLE ESTIBADORES, 1",L-D: 24H,43.557694,AVILES,-5.911861,Avilés,1.579,NA,1.599,NA,1.689,NA,NA,NA,ASTURIAS,BALLENOIL,15008,4967,33
AVDA. DE SAN AGUSTÍN S/N,L-D: 06:00-00:00,43.552,AVILES,-5.933139,Avilés,1.704,NA,1.784,NA,1.789,NA,NA,1.929,ASTURIAS,SHELL,8248,4967,33
"AVDA. CRISTOBAL COLÓN, S/N",L-D: 06:00-00:00,43.537,AVILES,-5.906889,Avilés,1.704,NA,1.784,NA,1.789,NA,NA,1.929,ASTURIAS,SHELL,8247,4967,33
"CALLE BUENAVISTA, 63",L-D: 07:00-23:00,43.545278,AVILES,-5.933444,Avilés,1.597,NA,1.657,NA,1.697,NA,NA,1.897,ASTURIAS,ZEPXA ECO,866,4967,33
"AVENIDA LUGO, 110",L-D: 06:00-00:00,43.575028,AVILES,-5.92925,Avilés,1.579,NA,1.608,NA,1.689,NA,NA,1.788,ASTURIAS,E.S. CRISTALERIA,10374,4967,33
"AVDA. DE LOS TELARES, 27 (N-632 km 94,4)",L-D: 07:00-23:00,43.562333,AVILES,-5.924028,Avilés,1.719,NA,1.819,NA,1.769,1.869,NA,1.901,ASTURIAS,CEPSA,385,4967,33
"CARRETERA AS-238 (PARQ. EMPRES. PRINCIPADO ASTURIAS KM. 0,8",L-D: 06:00-22:00,43.560056,AVILES,-5.911,Avilés,1.779,NA,1.879,NA,1.809,NA,NA,1.969,ASTURIAS,REPSOL,406,4967,33
"AVENIDA DE LUGO, 24",L-D: 07:00-23:00,43.566361,AVILES,-5.927,Avilés,1.779,NA,1.879,NA,1.809,NA,NA,1.969,ASTURIAS,REPSOL,927,4967,33
CARRETERA CTRA DEL PUERTO S/N KM. 1,L-S: 08:00-15:00,43.286861,BELMONTE,-6.218333,Belmonte de Miranda,1.759,NA,NA,NA,1.849,NA,NA,NA,ASTURIAS,GALP,9917,4968,33
"CALLE ISIDORO FONTANA, S/N",S-D: 24H,43.431056,BOAL,-6.815833,Boal,1.759,1.46,1.819,NA,1.789,NA,NA,NA,ASTURIAS,REPSOL,401,4970,33
"CARRETERA AS-114 KM. 32,80",L-D: 08:00-22:00,43.297944,ARENAS (LAS),-4.795833,Cabrales,1.749,1.285,NA,NA,1.839,NA,NA,1.959,ASTURIAS,ESC-PETROLEOS,853,4971,33
"AVENIDA COVADONGA, S/N",L-D: 06:00-23:00,43.350889,CANGAS DE ONIS,-5.119889,Cangas de Onís,1.799,1.499,1.899,NA,1.869,NA,NA,1.999,ASTURIAS,REPSOL,858,4974,33
"CARRETERA AS-114 KM. 1,100",L-D: 06:00-23:00,43.354111,CANGAS DE ONIS,-5.124972,Cangas de Onís,1.749,NA,1.809,NA,1.839,NA,NA,1.959,ASTURIAS,ESC-PETROLEOS,11962,4974,33
"AVENIDA DE OVIEDO, 3",L-D: 06:00-22:00,43.180833,CANGAS DEL NARCEA,-6.546389,Cangas del Narcea,1.788,1.398,1.868,NA,1.848,NA,NA,1.998,ASTURIAS,REPSOL,392,4975,33
PENLES LA REGLA DE PERANDONES (AS-15 CORNELLANA-PUERTO DE CERREDO km 63),L-D: 24H,43.151556,CANGAS DEL NARCEA,-6.57025,Cangas del Narcea,1.669,1.287,NA,NA,NA,NA,NA,NA,ASTURIAS,CAMPOASTUR,10569,4975,33
"AVENIDA ALEJANDRO CASONA, 35",L-D: 24H,43.183417,CANGAS DEL NARCEA,-6.545111,Cangas del Narcea,1.73,NA,NA,NA,NA,NA,NA,NA,ASTURIAS,"FLOREZ COSMEN, S.L.",12718,4975,33
"CARRETERA CORNELLANA-PUERTO DE CERREDO KM. 15,4",L-D: 06:30-22:30,43.243083,TEBONGO,-6.4994440000000004,Cangas del Narcea,1.788,1.398,1.868,NA,1.848,NA,NA,1.998,ASTURIAS,CEPSA,897,4975,33
"LUGAR LA BARCA, S/N",L-V: 09:00-13:00 y 15:30-19:00,43.554167,BARCA (LA),-5.852278,Carreño,1.709,NA,NA,NA,NA,NA,NA,NA,ASTURIAS,ESOIL,12131,4977,33
"CARRETERA AS-329 KM. 4,1",L-V: 07:00-21:00; S: 08:00-21:00; D: 08:00-15:00,43.5785,PERLORA,-5.7545,Carreño,1.774,NA,1.844,NA,1.814,NA,NA,NA,ASTURIAS,GALP,415,4977,33
"AUTOPISTA A-8 KM. 401,5",L-D: 24H,43.511278,TAM ON,-5.817333,Carreño,1.789,NA,1.889,NA,1.829,NA,NA,1.989,ASTURIAS,PETRONOR,411,4977,33
"AUTOVIA A-8 KM. 401,5",L-D: 24H,43.514361,TAM ON,-5.819694,Carreño,1.789,NA,1.889,NA,1.829,NA,NA,1.989,ASTURIAS,PETRONOR,410,4977,33
"CARRETERA AS-19 KM. 9,600",L-V: 06:30-22:30; S-D: 08:00-22:30,43.554833,CARREÑO,-5.767861,Carreño,1.819,1.414,1.885,NA,1.839,NA,NA,1.971,ASTURIAS,CEPSA,960,4977,33
"POLIGONO DE TABAZA II, PARCELA 28 (AS-110 km 7,8)",L-V: 06:30-21:00; S: 07:00-15:00,43.55,CARREÑO,-5.834667,Carreño,1.719,NA,1.809,NA,1.749,NA,NA,NA,ASTURIAS,AVIA,11217,4977,33
"VÍA AS-110, 7",L-D: 07:00-23:00,43.555917,CARREÑO,-5.834667,Carreño,1.779,NA,1.869,NA,1.829,NA,NA,1.971,ASTURIAS,BP - CARREÑO,8025,4977,33
"AVDA. PRINCIPAL, 37",L-D: 07:00-23:00,43.557306,PIEDRAS BLANCAS,-5.981028,Castrillón,1.595,NA,1.595,NA,1.665,NA,NA,1.785,ASTURIAS,A. G.,924,4979,33
"CARRETERA CRTA CT-2 PK 6.70 . PARCELAS 217/218/219/278/283 KM. 6,7",L-D: 07:00-23:00,43.531917,CRUZ DE ILLAS (LA),-5.949306,Castrillón,1.759,NA,1.839,NA,1.779,NA,NA,1.911,ASTURIAS,CEPSA,15171,4979,33
"AVENIDA CAMPON EL, 16",L-D: 24H,43.571167,SALINAS,-5.959528,Castrillón,1.578,NA,1.628,NA,1.678,NA,NA,1.788,ASTURIAS,GF,12692,4979,33
"AVENIDA CAMPON - SALINAS, 16",L-D: 06:00-22:00,43.57125,SALINAS,-5.959278,Castrillón,1.769,NA,1.869,NA,1.809,NA,NA,1.969,ASTURIAS,REPSOL,398,4979,33
"POLIGONO POL. IND. BARRES, PARCELA 11/7, 1",L-D: 07:00-22:00,43.532833,BARRES,-6.983167,Castropol,1.679,NA,NA,NA,1.719,NA,NA,NA,ASTURIAS,MP,13831,4980,33
"POLIGONO INDUSTRIAL RIO PINTO, 102",L-D: 07:00-23:00,43.541778,JARRIO,-6.764556,Coaña,1.779,NA,1.879,NA,1.819,NA,NA,1.939,ASTURIAS,REPSOL,10757,4981,33
CTRA.N-634 km 528,L-D: 06:00-00:00,43.541056,JARRIO,-6.759778,Coaña,1.769,NA,1.849,NA,1.819,NA,NA,1.959,ASTURIAS,SHELL,8490,4981,33
"CR N-634, 530,1 (N-634 km 530,13)",L-D: 07:00-23:00,43.544278,CARTAVIO,-6.783639,Coaña,1.769,1.411,1.889,NA,1.799,NA,NA,1.949,ASTURIAS,REPSOL,890,4981,33
"AUTOVIA A8 km 347,5",L-D: 24H,43.4825,COLUNGA,-5.283194,Colunga,1.795,NA,1.899,NA,1.819,NA,NA,1.951,ASTURIAS,CEPSA,10368,4982,33
"AUTOVIA A8 km 347,5",L-D: 24H,43.481361,COLUNGA,-5.289083,Colunga,1.795,NA,1.899,NA,1.819,NA,NA,1.951,ASTURIAS,CEPSA,10369,4982,33
"AVENIDA ASTURIAS, 52",L-D: 06:00-22:00,43.484417,COLUNGA,-5.260944,Colunga,1.809,1.473,1.909,NA,1.849,NA,NA,1.989,ASTURIAS,REPSOL,390,4982,33
"CARRETERA AS-17 KM. 3,5",L-D: 07:00-23:00,43.535167,CAMPOS (LOS),-5.889639,Corvera de Asturias,1.729,1.384,1.769,NA,1.759,1.799,NA,NA,ASTURIAS,GALP,409,4983,33
"CAMINO CAMINO DE LA TEJERA, S/N",L-S: 08:00-22:00,43.508417,SAMA DE ABAJO,-5.865306,Corvera de Asturias,1.629,NA,NA,NA,1.699,NA,NA,NA,ASTURIAS,CORVERA,11921,4983,33
"CARRETERA AVILES - GIJON KM. 12,500",L-D: 24H,43.548472,SILVOTA,-5.856361,Corvera de Asturias,1.719,1.369,1.769,NA,1.749,NA,NA,NA,ASTURIAS,VALCARCE (GHC ),14797,4983,33
"COMPLEJO CENTRO COMERCIAL PARQUE ASTUR, S/N",L-S: 06:30-22:30; D: 08:00-22:30,43.547556,TRASMONTE,-5.871278,Corvera de Asturias,1.789,NA,1.889,NA,1.819,NA,NA,1.979,ASTURIAS,REPSOL,10863,4983,33
"CARRETERA AS-19 KM. 19,4",L-V: 06:30-22:30; S-D: 09:00-21:00,43.550694,CORVERA DE ASTURIAS,-5.8725,Corvera de Asturias,1.809,NA,1.885,NA,1.849,1.909,NA,1.981,ASTURIAS,CEPSA,402,4983,33
CARRETERA NACIONAL 632 KM 123.700 KM.,L-V: 07:00-22:00; S-D: 08:00-22:00,43.554528,CUDILLERO,-6.166056,Cudillero,1.769,NA,1.889,NA,1.829,NA,NA,1.979,ASTURIAS,AVIA,944,4984,33
"CARRETERA N-632 KM. 128,100",L-S: 08:00-13:30 y 14:30-20:00,43.546944,SAN COSME,-6.217694,Cudillero,1.759,NA,NA,NA,NA,NA,NA,NA,ASTURIAS,REPSOL,881,4984,33
"AUTOVIA DEL CANTABRICO  A8 KM. 134,2",L-D: 24H,43.557583,NOVELLANA,-6.283778,Cudillero,1.798,NA,1.888,NA,1.838,NA,NA,1.988,ASTURIAS,REPSOL,884,4984,33
"CARRETERA CTRA ANT. N 632 KM 123,7 KM. 123,7",L: 08:00-22:00,43.546333,"PITO, EL",-6.138361,Cudillero,1.698,NA,NA,NA,1.798,NA,NA,NA,ASTURIAS,SOLRAS,914,4984,33
"CR N-634, 535,8",L-D: 07:00-23:00,43.555028,VALDEPARES,-6.845083,Franco (El),1.759,1.416,1.829,NA,1.809,NA,NA,1.929,ASTURIAS,REPSOL,895,4986,33
"CALLE CARMEN, 24",L-D: 24H,43.541139,GIJON,-5.667639,Gijón,1.779,NA,NA,NA,1.849,NA,NA,NA,ASTURIAS,REPSOL,942,4987,33
"AVENIDA PORTUGAL, 44",L-D: 24H,43.537917,GIJON,-5.671306,Gijón,1.769,NA,1.869,NA,1.839,NA,NA,1.999,ASTURIAS,REPSOL,991,4987,33
CL SANTA DORADIA 22,L-D: 06:00-22:00,43.53825,GIJON,-5.657083,Gijón,1.759,NA,NA,NA,1.839,NA,NA,2.999,ASTURIAS,REPSOL,907,4987,33
"CALLE FERNANDEZ LADREDA, 45",L-V: 07:00-22:00; S-D: 08:00-22:00,43.534333,GIJON,-5.668472,Gijón,1.769,NA,1.869,NA,1.839,NA,NA,1.999,ASTURIAS,REPSOL,986,4987,33
CARRETERA AS-247 KM. 1,L-D: 07:00-23:00,43.541917,GIJON,-5.638167,Gijón,1.759,NA,NA,NA,1.829,NA,NA,NA,ASTURIAS,WASHMAX,12659,4987,33
CARRETERA VIESQUES KM. S/N,L-D: 07:00-23:00,43.532028,GIJON,-5.643306,Gijón,1.779,NA,1.859,NA,1.849,NA,NA,NA,ASTURIAS,REPSOL,920,4987,33
CARRETERA AS-248 KM. 20,L-D: 06:00-23:00,43.528778,GIJON,-5.654861,Gijón,1.799,NA,1.889,NA,1.839,1.889,NA,1.969,ASTURIAS,REPSOL,12940,4987,33
"AVENIDA EDUARDO CASTRO, 92",L-D: 24H,43.544917,GIJON,-5.696972,Gijón,1.598,NA,1.648,NA,1.698,NA,NA,NA,ASTURIAS,INNOGAS,14141,4987,33
"AVENIDA DE LA ARGENTINA, S/N",L-D: 24H,43.538222,GIJON,-5.703389,Gijón,1.729,NA,1.789,NA,1.759,1.799,NA,NA,ASTURIAS,GALP,945,4987,33
"AVENIDA PRINCIPE DE ASTURIAS, 78",L: 07:00-23:00,43.543167,GIJON,-5.695444,Gijón,1.789,NA,1.879,NA,1.819,NA,NA,1.959,ASTURIAS,CEPSA,911,4987,33
"POLIGONO CENTRO DE ALMACENAMIENTO GALP MUSEL GIJÓN, SN",L-D: 24H,43.547972,GIJON,-5.694139,Gijón,1.729,NA,NA,NA,1.759,NA,NA,NA,ASTURIAS,GALP,14293,4987,33
CARRETERA AS-19 KM. S/N,L-D: 06:00-00:00,43.5375,GIJON,-5.71225,Gijón,1.759,NA,1.839,NA,1.789,NA,NA,1.929,ASTURIAS,SHELL,12147,4987,33
"AVENIDA CONSTITUCION, 220",L-D: 24H,43.521111,GIJON,-5.684722,Gijón,1.789,NA,1.889,NA,1.849,NA,NA,2.009,ASTURIAS,REPSOL,909,4987,33
"AVENIDA DE LOS CAMPONES, 13",L-D: 07:00-23:00,43.533833,GIJON,-5.691222,Gijón,1.789,NA,1.869,NA,1.819,NA,NA,1.969,ASTURIAS,SHELL,876,4987,33
"AVENIDA ROCES, N",L-D: 24H,43.508861,GIJON,-5.677944,Gijón,1.597,NA,1.617,NA,1.699,NA,NA,NA,ASTURIAS,BALLENOIL,13209,4987,33
